# stem	class	alternations	source	provenance	target	verdict	impact	forms	blast_radius	evidence	examples
#
# CANDIDATES, NOT ENTRIES. Proposed loan stems mined from Wikidata labels by
# scripts/mine_wikidata_labels.py. Nothing here is applied: the stem inventory is what
# holds the false-positive rate at zero, and it stays hand-reviewed.
#
# Wikidata labels are aligned by construction — one item, a `be` label and a
# `be-tarask` label — so there is no sentence alignment and no similarity threshold
# here, and no bias from either. Wikidata is CC0.
#
# Only differences that are IN SCOPE (differ solely by modelled alternations) and that
# need a stem (l, i, e, g, eu — not bare softness) become candidates.
#
# verdict       what 17M tokens of genuine be-tarask say about the blast radius:
#                 supported  Taraškievica writes the converted form and not the original
#                 refuted    it writes the ORIGINAL — the stem would corrupt real words
#                 unknown    too rare there to say; read the blast radius yourself
#               Weak evidence, treated as weak: an unconverted form on be-tarask looks
#               exactly like a refutation, so `unknown` rejects nothing.
# impact        tokens in data/corpora/frequency_be.tsv this stem would resolve
# forms         how many distinct forms it matches there
# blast_radius  the most frequent of those forms. THIS IS THE REVIEW COLUMN: longest
#               match only protects against a false friend when a native guard already
#               exists, so if a listed form is ordinary Belarusian vocabulary, add the
#               guard in the same pass. A ! marks forms the converter currently leaves
#               alone — those are what would start changing.
# evidence      the counts behind the verdict, so it can be checked rather than believed.
#
# Sorted by verdict, then impact. NOT by impact alone: a short stem matching native
# vocabulary has the largest blast radius by construction, so impact order puts the
# most destructive candidates at the top — `бел` from Бела → Бэла scores 454,828, and
# all of it is беларускі, беларусь, Беларусі. Supported first means the top of this
# file is work worth doing.
амерыканскі	loan	e	Wikidata Q11703,Q184858	derived	амэрыканскі	supported	13084	5	!амерыканскі(8056) !амерыканскіх(2040) !амерыканскія(1300) !амерыканскім(1230) !амерыканскімі(458)	амэрыканскі=2398 vs амерыканскі=0; амэрыканскіх=532 vs амерыканскіх=0; амэрыканскія=326 vs амерыканскія=0	Амерыканскія→Амэрыканскія Амерыканскія→Амэрыканскія
швецы	loan	e	Wikidata Q190129,Q127448	derived	швэцы	supported	9562	4	!швецыі(6950) !швецыя(1545) !швецыяй(534) !швецыю(533)	швэцыі=1964 vs швецыі=24; швэцыя=631 vs швецыя=0; швэцыяй=238 vs швецыяй=0	Швецыі→Швэцыі Швецыі→Швэцыі Швецыі→Швэцыі
басейн	loan	e	Wikidata Q2887540,Q23907747	derived	басэйн	supported	9418	3	!басейн(4743) !басейне(2918) !басейна(1757)	басэйн=1895 vs басейн=0; басэйне=491 vs басейне=0; басэйна=163 vs басейна=0	басейн→басэйн басейн→басэйн
месь	loan	e	Wikidata Q14530	derived	мэсь	supported	7933	1	!месье(7933)	мэсье=257 vs месье=0	Месье→Мэсье
кало	loan	l	Wikidata Q147589	derived	калё	supported	7701	11	калоніі(2295) !калоны(1027) калоній(763) калонія(694) !калона(686) !калон(589)	калёніі=701 vs калоніі=0; калёны=228 vs калоны=0; калёнія=293 vs калонія=0	Кало→Калё
калон	loan	l	Wikidata Q907366,Q2628659	derived	калён	supported	7701	11	калоніі(2295) !калоны(1027) калоній(763) калонія(694) !калона(686) !калон(589)	калёніі=701 vs калоніі=0; калёны=228 vs калоны=0; калёнія=293 vs калонія=0	калона→калёна калона→калёна калона→калёна калона→калёна
амерыканска	loan	e	Wikidata Q16641,Q389336	derived	амэрыканска	supported	7637	4	!амерыканская(3014) !амерыканскай(2290) !амерыканскага(1985) !амерыканскае(348)	амэрыканская=785 vs амерыканская=0; амэрыканскай=626 vs амерыканскай=0; амэрыканскага=566 vs амерыканскага=0	Амерыканскае→Амэрыканскае Амерыканская→Амэрыканская Амерыканская→Амэрыканская Амерыканская→Амэрыканская
тэмператур	loan	e	Wikidata Q264647,Q81182	derived	тэмпэратур	supported	7245	6	!тэмпература(3309) !тэмпературы(2569) !тэмператур(443) !тэмпературай(361) !тэмпературу(321) !тэмпературах(242)	тэмпэратура=1194 vs тэмпература=0; тэмпэратуры=783 vs тэмпературы=0; тэмпэратур=40 vs тэмператур=0	тэмпература→тэмпэратура тэмпературы→тэмпэратуры тэмпература→тэмпэратура
кампазітар	loan	i	Wikidata Q36834	derived	кампазытар	supported	7128	5	!кампазітар(3457) !кампазітары(1523) !кампазітара(950) !кампазітараў(833) !кампазітарам(365)	кампазытар=1286 vs кампазітар=27; кампазытары=410 vs кампазітары=0; кампазытара=344 vs кампазітара=0	кампазітар→кампазытар
опер	loan	e	Wikidata Q48623,Q209937	derived	опэр	supported	6676	8	!оперы(3582) !опера(967) !оперныя(533) !оперны(437) !опер(365) !оперная(280)	опэры=692 vs оперы=29; опэра=239 vs опера=25; опэрныя=73 vs оперныя=0	оперы→опэры опера→опэра оперы→опэры опера→опэра
азербайджан	loan	e	Wikidata Q2030101,Q227	derived	азэрбайджан	supported	6255	6	!азербайджана(3081) !азербайджанскай(938) !азербайджан(922) !азербайджане(656) !азербайджанская(334) !азербайджанскі(324)	азэрбайджанскай=198 vs азербайджанскай=0; азэрбайджан=322 vs азербайджан=0; азэрбайджане=198 vs азербайджане=0	Азербайджане→Азэрбайджане Азербайджан→Азэрбайджан Азербайджане→Азэрбайджане Азербайджан→Азэрбайджан
экспедыцы	loan	e	Wikidata Q21223302	derived	экспэдыцы	supported	5301	5	экспедыцыі(2785) экспедыцыя(1079) экспедыцыю(531) экспедыцый(481) экспедыцыяй(425)	экспэдыцыі=348 vs экспедыцыі=0; экспэдыцыя=183 vs экспедыцыя=0; экспэдыцыю=104 vs экспедыцыю=0	экспедыцыі→экспэдыцыі
сфер	loan	e	Wikidata Q13030829	derived	сфэр	supported	5194	5	!сферы(2937) !сфера(1082) !сферу(444) !сферах(438) !сфер(293)	сфэры=837 vs сферы=26; сфэра=194 vs сфера=46; сфэру=140 vs сферу=0	сферы→сфэры
армен	loan	e	Wikidata Q93153	derived	армэн	supported	5156	4	арменіі(3494) арменія(1173) !армении(248) арменію(241)	армэніі=754 vs арменіі=0; армэнія=290 vs арменія=0; армэнію=75 vs арменію=0	Армен→Армэн
флот	loan	l	Wikidata Q4335207,Q16736835	derived	флёт	supported	4967	4	!флоту(2339) !флот(1664) !флота(524) !флотам(440)	флёту=580 vs флоту=0; флёт=391 vs флот=0; флёта=38 vs флота=0	флот→флёт флоту→флёту флот→флёт
метал	loan	e	Wikidata Q20378,Q19563	derived	мэтал	supported	4941	10	!металаў(1304) !металу(737) !метал(447) !металургіі(446) !металічныя(396) !металічных(391)	мэталаў=333 vs металаў=0; мэталу=215 vs металу=0; мэтал=198 vs метал=0	метал→мэтал металы→мэталы металы→мэталы
педагагічн	loan	e	Wikidata Q1977379,Q2027201	derived	пэдагагічн	supported	4910	5	!педагагічны(1600) !педагагічнага(1463) !педагагічным(720) !педагагічных(668) !педагагічнай(459)	пэдагагічны=340 vs педагагічны=0; пэдагагічнага=403 vs педагагічнага=0; пэдагагічным=196 vs педагагічным=0	педагагічны→пэдагагічны педагагічны→пэдагагічны
энергі	loan	e	Wikidata Q12705,Q127993	derived	энэргі	supported	4665	4	!энергіі(2613) !энергія(1026) !энергію(676) !энергіяй(350)	энэргіі=911 vs энергіі=0; энэргія=398 vs энергія=0; энэргію=225 vs энергію=0	энергія→энэргія энергія→энэргія энергіі→энэргіі энергія→энэргія
эфект	loan	e	Wikidata Q765652	derived	эфэкт	supported	4434	8	!эфект(1391) !эфекты(558) !эфекту(517) эфектыўнасці(514) эфектыўнасць(486) !эфектыўна(376)	эфэкт=337 vs эфект=0; эфэкты=125 vs эфекты=0; эфэкту=138 vs эфекту=0	эфект→эфэкт
роберт	loan	e	Wikidata Q6482746	derived	робэрт	supported	4324	4	!роберт(2322) !роберта(1060) !робертсан(611) !робертам(331)	робэрт=732 vs роберт=54; робэрта=274 vs роберта=0; робэртсан=23 vs робертсан=0	Роберт→Робэрт
сіры	loan	i	Wikidata Q178810,Q56650604	derived	сыры	supported	4182	6	!сірыі(2405) !сірыйскай(544) !сірыя(439) !сірыйская(288) !сірыю(260) !сірыйскіх(246)	сырыі=308 vs сірыі=0; сырыйскай=38 vs сірыйскай=0; сырыя=128 vs сірыя=0	Сірыі→Сырыі Сірыі→Сырыі
планет	loan	e,l	Wikidata Q121750,Q2199	derived	плянэт	supported	4176	4	планеты(1940) планет(1218) планета(775) планету(243)	плянэты=724 vs планеты=53; плянэт=190 vs планет=0; плянэта=279 vs планета=0	планеты→плянэты планета→плянэта планет→плянэт
нарвегі	loan	e	Wikidata Q86881,Q133198	derived	нарвэгі	supported	4020	3	!нарвегіі(2905) !нарвегія(830) !нарвегію(285)	нарвэгіі=794 vs нарвегіі=0; нарвэгія=396 vs нарвегія=0; нарвэгію=59 vs нарвегію=0	Нарвегіі→Нарвэгіі Нарвегіі→Нарвэгіі
генеральна	loan	e	Wikidata Q47423,Q2331803	derived	генэральна	supported	3749	3	!генеральнага(2448) !генеральнай(807) !генеральная(494)	генэральнага=652 vs генеральнага=30; генэральнай=371 vs генеральнай=0; генэральная=266 vs генеральная=0	Генеральная→Генэральная Генеральная→Генэральная Генеральная→Генэральная Генеральная→Генэральная
сербі	loan	e	Wikidata Q2414726,Q945958	derived	сэрбі	supported	3343	2	!сербіі(2501) !сербія(842)	сэрбіі=1430 vs сербіі=0; сэрбія=412 vs сербія=0	Сербіі→Сэрбіі Сербіі→Сэрбіі Сербіі→Сэрбіі Сербіі→Сэрбіі
ірланды	loan	l	Wikidata Q187385,Q179872	derived	ірлянды	supported	3031	2	!ірландыі(2378) !ірландыя(653)	ірляндыі=1024 vs ірландыі=0; ірляндыя=372 vs ірландыя=0	Ірландыі→Ірляндыі Ірландыі→Ірляндыі Ірландыі→Ірляндыі Ірландыі→Ірляндыі
фер	loan	e	Wikidata Q54885	derived	фэр	supported	2945	5	!фердынанд(1053) !фердынанда(727) !ферма(600) !фернанда(305) !фермы(260)	фэрдынанд=285 vs фердынанд=0; фэрдынанда=203 vs фердынанда=0; фэрма=170 vs ферма=0	Фера→Фэра
вікіпеды	loan	e	Wikidata Q595628,Q208533	derived	вікіпэды	supported	2862	2	!вікіпедыя(1913) !вікіпедыі(949)	вікіпэдыя=1305 vs вікіпедыя=0; вікіпэдыі=728 vs вікіпедыі=0	Вікіпедыя→Вікіпэдыя Вікіпедыя→Вікіпэдыя Вікіпедыя→Вікіпэдыя Вікіпедыя→Вікіпэдыя
праспект	loan	e	Wikidata Q2995182,Q1168713	derived	праспэкт	supported	2793	3	праспект(1625) праспекта(886) праспектам(282)	праспэкт=313 vs праспект=0; праспэкта=47 vs праспекта=0; праспэктам=59 vs праспектам=0	праспект→праспэкт праспект→праспэкт праспект→праспэкт
фальклор	loan	l	Wikidata Q25680865	derived	фальклёр	supported	2593	3	!фальклору(1339) !фальклор(925) !фальклоры(329)	фальклёру=432 vs фальклору=86; фальклёр=226 vs фальклор=51; фальклёры=97 vs фальклоры=0	фальклор→фальклёр
нідэрландаў	loan	l	Wikidata Q200191,Q29999	derived	нідэрляндаў	supported	2340	1	!нідэрландаў(2340)	нідэрляндаў=1149 vs нідэрландаў=0	Нідэрландаў→Нідэрляндаў Нідэрландаў→Нідэрляндаў
прафесійна	loan	e	Wikidata Q127269320	derived	прафэсійна	supported	2254	3	!прафесійнай(1056) !прафесійнага(622) !прафесійная(576)	прафэсійнай=396 vs прафесійнай=0; прафэсійнага=221 vs прафесійнага=0; прафэсійная=156 vs прафесійная=0	прафесійнае→прафэсійнае
атмасфер	loan	e	Wikidata Q8104,Q177974	derived	атмасфэр	supported	2229	3	!атмасферы(1359) !атмасферу(496) !атмасфера(374)	атмасфэры=364 vs атмасферы=0; атмасфэру=129 vs атмасферу=0; атмасфэра=129 vs атмасфера=0	атмасфера→атмасфэра атмасфера→атмасфэра Атмасфера→Атмасфэра атмасфера→атмасфэра
вулкан	loan	l	Wikidata Q8072,Q4128306	derived	вулькан	supported	2096	5	!вулкан(573) !вулкана(532) !вулканы(443) !вулканаў(287) !вулканічнае(261)	вулькан=130 vs вулкан=0; вулькана=63 vs вулкана=0; вульканы=107 vs вулканы=0	вулкан→вулькан Вулкан→Вулькан Вулкан→Вулькан Вулкан→Вулькан
евангелл	loan	e,l	Wikidata Q4337285,Q616891	derived	эвангельл	supported	1981	3	евангелле(912) евангелля(572) евангеллі(497)	эвангельле=310 vs евангелле=0; эвангельля=223 vs евангелля=0; эвангельлі=135 vs евангеллі=0	Евангелле→Эвангельле Евангелле→Эвангельле Евангелле→Эвангельле Евангелле→Эвангельле
архіпелаг	loan	e,l	Wikidata Q33837,Q369944	derived	архіпэляг	supported	1966	3	!архіпелага(883) !архіпелаг(833) !архіпелагу(250)	архіпэляга=39 vs архіпелага=0; архіпэляг=206 vs архіпелаг=0; архіпэлягу=258 vs архіпелагу=0	архіпелаг→архіпэляг Архіпелаг→Архіпэляг Архіпелаг→Архіпэляг Архіпелаг→Архіпэляг
федэральна	loan	e	Wikidata Q41968,Q15971609	derived	фэдэральна	supported	1960	3	!федэральнага(862) !федэральнай(735) !федэральная(363)	фэдэральнага=244 vs федэральнага=0; фэдэральнай=305 vs федэральнай=0; фэдэральная=202 vs федэральная=0	федэральная→фэдэральная федэральная→фэдэральная
эсперант	loan	e	Wikidata Q607188,Q427827	derived	эспэрант	supported	1861	2	эсперанта(1606) эсперантыстаў(255)	эспэранта=472 vs эсперанта=0; эспэрантыстаў=53 vs эсперантыстаў=0	эсперанта→эспэранта эсперанта→эспэранта эсперанта→эспэранта
механік	loan	e	Wikidata Q944,Q11397	derived	мэханік	supported	1838	2	!механікі(1186) !механіка(652)	мэханікі=215 vs механікі=0; мэханіка=128 vs механіка=0	механіка→мэханіка механіка→мэханіка
зеланды	loan	e,l	Wikidata Q705,Q26589	derived	зэлянды	supported	1819	2	!зеландыі(1303) !зеландыя(516)	зэляндыі=295 vs зеландыі=0; зэляндыя=182 vs зеландыя=0	Зеландыя→Зэляндыя Зеландыя→Зэляндыя Зеландыя→Зэляндыя
кабінет	loan	e	Wikidata Q640506,Q613729	derived	кабінэт	supported	1797	2	!кабінет(924) !кабінета(873)	кабінэт=296 vs кабінет=26; кабінэта=85 vs кабінета=0	кабінет→кабінэт Кабінет→Кабінэт
альбер	loan	e	Wikidata Q3910,Q34670	derived	альбэр	supported	1786	2	!альберта(902) !альберт(884)	альбэрта=245 vs альберта=0; альбэрт=348 vs альберт=48	Альбер→Альбэр Альбер→Альбэр
албані	loan	l	Wikidata Q1814009,Q1474287	derived	альбані	supported	1773	2	!албаніі(1229) !албанія(544)	альбаніі=631 vs албаніі=0; альбанія=239 vs албанія=0	Албаніі→Альбаніі Албаніі→Альбаніі Албанія→Альбанія Албанія→Альбанія
камеды	loan	e	Wikidata Q40185,Q40831	derived	камэды	supported	1749	2	!камедыі(1120) !камедыя(629)	камэдыі=459 vs камедыі=0; камэдыя=234 vs камедыя=0	камедыя→камэдыя камедыя→камэдыя Камедыя→Камэдыя
ісланды	loan	l	Wikidata Q1143175,Q2069617	derived	ісьлянды	supported	1685	2	!ісландыі(1188) !ісландыя(497)	ісьляндыі=745 vs ісландыі=0; ісьляндыя=298 vs ісландыя=0	Ісландыі→Ісьляндыі Ісландыі→Ісьляндыі Ісландыі→Ісьляндыі Ісландыі→Ісьляндыі
камерцыйн	loan	e	Wikidata Q31213215,Q959524	derived	камэрцыйн	supported	1678	5	!камерцыйны(431) !камерцыйных(430) !камерцыйнага(287) !камерцыйныя(272) !камерцыйнай(258)	камэрцыйны=219 vs камерцыйны=0; камэрцыйных=189 vs камерцыйных=0; камэрцыйнага=91 vs камерцыйнага=0	камерцыйны→камэрцыйны Камерцыйны→Камэрцыйны
калумбі	loan	l	Wikidata Q739	derived	калюмбі	supported	1665	2	!калумбіі(1009) !калумбія(656)	калюмбіі=353 vs калумбіі=26; калюмбія=209 vs калумбія=55	Калумбія→Калюмбія
атлант	loan	l	Wikidata Q4295217,Q2041015	derived	атлянт	supported	1641	3	!атлантычнага(905) !атлантычным(380) !атлантычны(356)	атлянтычнага=328 vs атлантычнага=0; атлянтычным=122 vs атлантычным=0; атлянтычны=158 vs атлантычны=0	Атлант→Атлянт Атлант→Атлянт
атлантычн	loan	l	Wikidata Q97	derived	атлянтычн	supported	1641	3	!атлантычнага(905) !атлантычным(380) !атлантычны(356)	атлянтычнага=328 vs атлантычнага=0; атлянтычным=122 vs атлантычным=0; атлянтычны=158 vs атлантычны=0	Атлантычны→Атлянтычны
энергетык	loan	e	Wikidata Q13030840	derived	энэргетык	supported	1592	3	!энергетыкі(906) !энергетыка(352) !энергетык-бду(334)	энэргетыкі=253 vs энергетыкі=0; энэргетыка=142 vs энергетыка=0; энэргетык-бду=78 vs энергетык-бду=0	энергетык→энэргетык
абсерваторы	loan	e	Wikidata Q62832,Q1018734	derived	абсэрваторы	supported	1561	2	!абсерваторыі(1043) !абсерваторыя(518)	абсэрваторыі=170 vs абсерваторыі=0; абсэрваторыя=117 vs абсерваторыя=0	абсерваторыя→абсэрваторыя абсерваторыя→абсэрваторыя абсерваторыя→абсэрваторыя абсерваторыя→абсэрваторыя
пілот	loan	l	Wikidata Q13030832	derived	пілёт	supported	1560	4	!пілот(550) !пілотаў(398) !пілоты(347) !пілота(265)	пілёт=135 vs пілот=0; пілётаў=82 vs пілотаў=0; пілёты=86 vs пілоты=0	пілот→пілёт
венесуэл	loan	e	Wikidata Q717	derived	вэнэсуэл	supported	1553	3	!венесуэлы(824) !венесуэла(409) !венесуэле(320)	вэнэсуэлы=165 vs венесуэлы=0; вэнэсуэла=143 vs венесуэла=0; вэнэсуэле=76 vs венесуэле=0	Венесуэла→Вэнэсуэла
люксембург	loan	e	Wikidata Q32,Q1842	derived	люксэмбург	supported	1542	3	!люксембург(680) !люксембурга(594) !люксембургу(268)	люксэмбург=336 vs люксембург=0; люксэмбургу=482 vs люксембургу=0	Люксембург→Люксэмбург Люксембург→Люксэмбург
канфедэрацы	loan	e	Wikidata Q874784,Q166185	derived	канфэдэрацы	supported	1515	2	!канфедэрацыі(1067) !канфедэрацыя(448)	канфэдэрацыі=541 vs канфедэрацыі=0; канфэдэрацыя=165 vs канфедэрацыя=0	канфедэрацыя→канфэдэрацыя канфедэрацыя→канфэдэрацыя канфедэрацыя→канфэдэрацыя Канфедэрацыя→Канфэдэрацыя
дэкларацы	loan	l	Wikidata Q13030722,Q5401642	derived	дэклярацы	supported	1364	3	!дэкларацыі(572) !дэкларацыя(439) !дэкларацыю(353)	дэклярацыі=242 vs дэкларацыі=0; дэклярацыя=175 vs дэкларацыя=0; дэклярацыю=237 vs дэкларацыю=0	Дэкларацыя→Дэклярацыя Дэкларацыя→Дэклярацыя Дэкларацыя→Дэклярацыя Дэкларацыя→Дэклярацыя
алжыр	loan	l	Wikidata Q262,Q141026	derived	альжыр	supported	1347	3	!алжыра(534) !алжыр(465) !алжыры(348)	альжыр=146 vs алжыр=0; альжыры=206 vs алжыры=0	Алжыр→Альжыр Алжыр→Альжыр Алжыр→Альжыр
кантынент	loan	e	Wikidata Q5107	derived	кантынэнт	supported	1260	3	!кантынентальны(464) !кантынента(443) !кантынентальнай(353)	кантынэнтальны=233 vs кантынентальны=0; кантынэнта=50 vs кантынента=0; кантынэнтальнай=187 vs кантынентальнай=0	кантынент→кантынэнт
секс	loan	e	Wikidata Q8398,Q2122	derived	сэкс	supported	1244	4	!сексуальных(331) !сексуальнай(325) !секс(315) !сексуальныя(273)	сэксуальных=108 vs сексуальных=0; сэксуальнай=113 vs сексуальнай=0; сэкс=195 vs секс=0	секс→сэкс секс→сэкс секс→сэкс секс→сэкс
дамен	loan	e	Wikidata Q29469,Q146481	derived	дамэн	supported	1242	3	!дамен(580) !дамена(398) !даменіка(264)	дамэн=379 vs дамен=0; дамэніка=43 vs даменіка=0	дамен→дамэн дамен→дамэн Дамен→дамэн
уеф	loan	e	Wikidata Q35572,Q40241	derived	уэф	supported	1182	1	!уефа(1182)	уэфа=1648 vs уефа=0	УЕФА→УЭФА УЕФА→УЭФА УЕФА→УЭФА УЕФА→УЭФА
арсен	loan	e	Wikidata Q47576	derived	арсэн	supported	1175	2	!арсенал(873) !арсенала(302)	арсэнал=460 vs арсенал=47; арсэнала=77 vs арсенала=0	Арсен→Арсэн
арсенал	loan	e	Wikidata Q81669,Q210373	derived	арсэнал	supported	1175	2	!арсенал(873) !арсенала(302)	арсэнал=460 vs арсенал=47; арсэнала=77 vs арсенала=0	арсенал→арсэнал Арсенал→Арсэнал Арсенал→Арсэнал Арсенал→Арсэнал
ланд	loan	l	Wikidata Q379672	derived	лянд	supported	1166	4	ландшафт(367) ландшафту(278) ландшафты(263) ландшафтаў(258)	ляндшафт=91 vs ландшафт=0; ляндшафту=86 vs ландшафту=0; ляндшафты=30 vs ландшафты=0	Ланда→Лянда
ветэрынар	loan	e	Wikidata Q202883	derived	вэтэрынар	supported	1134	3	!ветэрынарнай(544) !ветэрынарны(320) !ветэрынарыі(270)	вэтэрынарнай=69 vs ветэрынарнай=0; вэтэрынарны=94 vs ветэрынарны=0; вэтэрынарыі=49 vs ветэрынарыі=0	ветэрынар→вэтэрынар
сербскай	loan	e	Wikidata Q1100730,Q12754142	derived	сэрбскай	supported	1091	1	!сербскай(1091)	сэрбскай=518 vs сербскай=0	Сербскай→Сэрбскай Сербскай→Сэрбскай Сербскай→Сэрбскай Сербскай→Сэрбскай
ветэран	loan	e	Wikidata Q193891	derived	вэтэран	supported	1085	2	!ветэранаў(690) !ветэран(395)	вэтэранаў=243 vs ветэранаў=0; вэтэран=79 vs ветэран=0	ветэран→вэтэран
кінематограф	loan	e	Wikidata Q590870,Q2995438	derived	кінэматограф	supported	1072	3	!кінематографа(412) !кінематографе(370) !кінематограф(290)	кінэматографа=26 vs кінематографа=0; кінэматографе=54 vs кінематографе=0; кінэматограф=86 vs кінематограф=0	кінематограф→кінэматограф Кінематограф→Кінэматограф
гвіне	loan	e	Wikidata Q3502438,Q1006	derived	гвінэ	supported	1061	2	!гвінеі(666) !гвінея(395)	гвінэі=154 vs гвінеі=0; гвінэя=115 vs гвінея=0	Гвінеі→Гвінэі Гвінея→Гвінэя Гвінеі→Гвінэі Гвінеі→Гвінэі
сквер	loan	e	Wikidata Q3809104,Q13030932	derived	сквэр	supported	1048	2	!сквер(601) !скверы(447)	сквэр=137 vs сквер=0; сквэры=69 vs скверы=0	сквер→сквэр сквер→сквэр
венер	loan	e	Wikidata Q313,Q16694189	derived	вэнэр	supported	1017	2	!венеры(596) !венера(421)	вэнэры=80 vs венеры=0; вэнэра=126 vs венера=0	Венера→Вэнэра Венера→Вэнэра Венера→Вэнэра Венера→Вэнэра
